id,Name,Description,Building type,Property type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue
7732516,Junoon In The Hills,Authentic New York City Living,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Heaters', 'Iron and iron board']",3681441,Henry,not confirmed,Experienced,0.0,Oak Lawn in  Texas,Oregon,9274,usd,Non Holiday Season,Yes,2020-07-25,2021-07-25,0.15,71.3,not confirmed,967,0.0,Flexible,34.25,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Muffins']",443,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.31,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.13,8.9748,60.363800000000005
4002007,The Northern Colonial,"Quiet, clean midtown apt w. elevato",Entire house,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Heaters', 'Pool']",1561162,Jim,not confirmed,Experienced,0.0,Roma Sur in MexicoCity,MexicoCity,6862,usd,Non Holiday Season,Yes,2012-01-13,2013-01-13,0.11,71.48,confirmed,892,0.72,Strict,53.11,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Muffins']",447,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.9,2, I have a cute and quiet mixed chihuahua.,22.148,1.566,123.286
6384333,The Retreat On Lansdale,Private 1-Bedroom Apt in Townhouse,Private room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Coffee machine', 'Free parking']",9464387,Hunt,confirmed,Moderately Experienced,0.15,District VII in  Hungary,Florida,4126,usd,Holiday Season,Yes,2017-06-10,2018-06-10,0.13,81.31,confirmed,747,0.53,Strict,33.23,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Bread and Jam']",209,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.01,2," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",35.3275,3.7853999999999997,97.54899999999999
5462242,The Chalet,☆Massive DUPLEX☆ 2BR & 2BTH East Village 9+ Guests,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Washer and Dryer', 'Pool']",9483794,Marc,confirmed,Moderately Experienced,0.12,The Bukit Peninsula in  Indonesia,Queensland,2620,usd,Non Holiday Season,No,2015-07-21,2016-07-21,0.13,82.34,not confirmed,271,0.0,Moderate,16.23,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'Yogurt']",374,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.14,7,No smoking,33.1148,11.6046,45.3048
2725480,The Home Sweet Home,One Bedroom Mini studio - Free WIFI,Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Coffee machine', 'Iron and iron board']",1069660,Alina,not confirmed,Inexperienced,0.0,Meireles in Brazil,Brazil,2266,usd,Holiday Season,No,2011-06-11,2012-06-11,0.13,71.55,not confirmed,67,0.0,Moderate,15.97,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'OJ']",139,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.35,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.155,1.4580000000000002,34.5745
7896750,Maui Beach Retreat,"Great new apt, close to everything",Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'LED TV', 'Pool']",8181987,Cole,confirmed,Inexperienced,0.12,Richmond in Melbourne,Melbourne,8705,usd,Non Holiday Season,No,2021-11-23,2022-11-23,0.13,70.88,confirmed,334,0.59,Flexible,27.74,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'OJ']",43,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.96,7, I have a cute and quiet mixed chihuahua.,30.5936,7.484399999999999,94.16999999999999
8134099,The Secret Westside Lounge,"Historic House Boerum Hill, BK, NYC",Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'LED TV', 'Free parking']",8415624,Jessica,not confirmed,Moderately Experienced,0.0,Hammerbrook in Germany,Germany,1844,usd,Holiday Season,No,2018-04-13,2019-04-13,0.13,73.03,not confirmed,558,0.0,Flexible,32.97,"['Cereals', 'Fruits', 'Vegetables', 'Bread and Jam', 'OJ']",51,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.39,1,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.303,0.9152999999999999,51.0762
1599154,The Perfect Retreat,Sun Filled Classic West Village Apt,Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Washer and Dryer', 'Air conditioning']",8689698,Adrian,confirmed,Experienced,0.14,The Bukit Peninsula in  Indonesia,Arizona,9636,usd,Holiday Season,No,2010-04-07,2011-04-07,0.14,77.7,not confirmed,835,0.0,Flexible,45.96,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Yogurt']",431,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.68,5,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,33.648,6.3180000000000005,69.60900000000001
8345160,Miami Getaway,"Great new apt, close to everything",Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Free parking']",8263954,Robinson,confirmed,Inexperienced,0.15,Oak Lawn in  Texas,Alabama,3192,usd,Non Holiday Season,No,2017-07-04,2018-07-04,0.14,75.3,not confirmed,408,0.0,Strict,37.06,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Yogurt']",231,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.56,10,Clean up and treat the home the way you'd like your home to be treated,33.825,17.712,72.031
7526469,The Darling North Sanctuary!,Apt with EmpireState view-Subway around the corner,Entire house,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'Pool', 'Air conditioning']",3928094,Carl,confirmed,Moderately Experienced,0.14,Triana in Spain,Spain,6987,usd,Holiday Season,Yes,2012-02-24,2013-02-24,0.15,79.24,confirmed,915,0.52,Strict,44.48,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Muffins']",349,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.62,1,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,34.0176,1.5174,104.57939999999999
4724026,The Artist’s Studio,"Elegant 2-BR duplex, Union Square",Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Washer and Dryer', 'Coffee machine']",4052995,Jennifer,not confirmed,Experienced,0.0,Poncey-Highland in  Georgia,Kansas,7809,usd,Non Holiday Season,Yes,2010-05-24,2011-05-24,0.15,89.91,not confirmed,347,0.0,Flexible,59.82,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Bread and Jam']",317,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.23,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.991,19.9368,97.45410000000001
3017035,Romantic AC Studio,2-bedroom share in heart of Greenwich Village!,Entire house,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'LED TV', 'Washer and Dryer']",2272200,Mitchell,not confirmed,Moderately Experienced,0.0,Richmond in Melbourne,Melbourne,5141,usd,Non Holiday Season,Yes,2021-07-24,2022-07-24,0.12,77.25,not confirmed,223,0.0,Flexible,42.9,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'OJ']",255,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.78,6,No smoking,22.725,15.843599999999999,76.0611
1562329,The Secret Westside Lounge,BIG ROOM / DOWNTOWN  LOFT /,Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Air conditioning', 'LED TV']",9445848,Mila,not confirmed,Experienced,0.0,Constitución in Argentina,Argentina,3221,usd,Holiday Season,Yes,2020-06-30,2021-06-30,0.1,84.05,confirmed,18,0.58,Strict,36.66,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Milk']",22,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.6,2,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",23.405,3.5639999999999996,106.49449999999999
5364976,Rockaway Beach Villa,Park Slope haven 15 mins from Soho,Entire house,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Air conditioning', 'Pool']",1864150,Mila,confirmed,Moderately Experienced,0.12,Roma Sur in MexicoCity,MexicoCity,9275,usd,Non Holiday Season,Yes,2018-03-12,2019-03-12,0.11,88.45,confirmed,479,0.57,Flexible,51.38,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Eggs']",404,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.25,10,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,34.459,16.875,136.325
6859459,Miami Getaway,ALL ABOUT A VERY COMFORTABLE ROOM..,Entire house,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Coffee machine', 'Washer and Dryer']",8466057,Luisa,confirmed,Moderately Experienced,0.16,Richmond in Melbourne,Melbourne,3891,usd,Holiday Season,Yes,2009-03-09,2010-03-09,0.14,78.76,not confirmed,440,0.0,Moderate,41.32,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Bread and Jam']",83,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.08,3,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",35.4776,2.4948,61.1776
2857237,The Bungalow at 7th Avenue,Williamsburg Exposed Brick Loft,Entire house,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'LED TV', 'Smart locks for self check-in']",9782349,Carlos,not confirmed,Experienced,0.0,Richmond in Melbourne,Melbourne,7515,usd,Non Holiday Season,No,2010-07-19,2011-07-19,0.13,88.64,not confirmed,357,0.0,Strict,54.79,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Bread and Jam']",308,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.24,6,No smoking,23.864,2.0088,74.45799999999998
5105136,Radcliff Refuge,BIG ROOM / DOWNTOWN  LOFT /,Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Pool', 'Coffee machine']",4024378,Laura,not confirmed,Moderately Experienced,0.0,Meireles in Brazil,Brazil,7155,usd,Non Holiday Season,No,2022-07-19,2023-07-19,0.13,77.85,not confirmed,35,0.0,Flexible,51.89,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'OJ']",263,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.94,8, I have a cute and quiet mixed chihuahua.,22.785,17.1504,86.3759
1541323,Hawthorne Crown Jewel,"Franklin St Flat in Trendy Greenpoint Brooklyn,",Entire house,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Iron and iron board', 'Pool']",4261832,Terrance,confirmed,Experienced,0.13,Capucins in France,France,6298,usd,Holiday Season,No,2016-07-22,2017-07-22,0.1,76.0,confirmed,302,0.77,Strict,20.14,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Milk']",53,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.88,4," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.480000000000004,9.5904,105.5304
9343789,The Artist’s Studio,"BEAUTIFUL APARTMENT, GREAT LOCATION",Private room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Free parking', 'Coffee machine']",7455982,Andrew,confirmed,Experienced,0.15,Capucins in France,France,2492,usd,Holiday Season,No,2016-01-18,2017-01-18,0.14,65.14,confirmed,861,0.71,Strict,53.68,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'OJ']",180,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.05,1, I have a cute and quiet mixed chihuahua.,31.285,2.4435000000000002,119.3271
9133274,Rosie’s Retreat,Great Bedroom in Downtown Manhattan,Private room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'LED TV', 'Free parking']",2047024,Zach,confirmed,Experienced,0.13,Oak Lawn in  Texas,Darwin,2036,usd,Holiday Season,No,2021-11-27,2022-11-27,0.11,73.52,not confirmed,183,0.0,Strict,37.03,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Eggs']",18,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.84,6,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,31.909599999999998,2.9808000000000003,57.2164
7248895,The Perfect Retreat,Chateau Style Brooklyn Loft for Singles or Couples,Shared room,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Smart locks for self check-in', 'LED TV', 'Pool']",4314894,Serge,not confirmed,Moderately Experienced,0.0,The Bukit Peninsula in  Indonesia,Kentucky,1014,usd,Holiday Season,No,2017-10-11,2018-10-11,0.12,88.95,confirmed,713,0.55,Moderate,36.13,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'OJ']",402,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.78,8,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.895000000000003,3.8448,106.56580000000001
3599499,Danielle’s Boutique Inn,"Quiet, clean midtown apt w. elevato",Shared room,Unconventional,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Air conditioning', 'Smart locks for self check-in']",7520087,Matilda,not confirmed,Experienced,0.0,Roma Sur in MexicoCity,MexicoCity,2996,usd,Non Holiday Season,Yes,2009-07-11,2010-07-11,0.11,74.91,not confirmed,863,0.0,Strict,47.9,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Milk']",315,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,4.12,9,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.491,10.011600000000001,75.1589
5981957,The Coral Reef Estate,Cozy Apartment for Cat Lovers! (Kids friendly),Entire house,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Washer and Dryer', 'Air conditioning']",1547104,Wilson,confirmed,Experienced,0.13,Meireles in Brazil,Brazil,3623,usd,Non Holiday Season,Yes,2014-05-30,2015-05-30,0.13,65.29,not confirmed,269,0.0,Moderate,14.0,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Yogurt']",414,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",6.13,10,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",30.0167,16.551000000000002,47.5097
1972333,Singtom Resort,Queens Artist' Corner,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'LED TV', 'Coffee machine']",2662067,Reed,confirmed,Inexperienced,0.11,Richmond in Melbourne,Melbourne,9588,usd,Holiday Season,Yes,2012-05-26,2013-05-26,0.13,87.41,not confirmed,826,0.0,Strict,22.33,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Milk']",209,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,5.5,7,Clean up and treat the home the way you'd like your home to be treated,33.3561,10.395,50.34729999999999
2597474,Black Lake Cabin,Private 1-Bedroom Apt in Townhouse,Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Washer and Dryer', 'Air conditioning', 'LED TV']",6967385,Ralph,confirmed,Inexperienced,0.15,Triana in Spain,Spain,8537,usd,Holiday Season,No,2015-10-10,2016-10-10,0.14,72.24,not confirmed,123,0.0,Strict,59.35,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'Milk']",64,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.94,4,Clean up and treat the home the way you'd like your home to be treated,33.06,3.1752000000000002,79.6924
6102832,West Shore Country Hale,ACCOMMODATIONS GALORE #1,Private room,Townhouse,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Free parking', 'Heaters']",5371969,Carlos,not confirmed,Moderately Experienced,0.0,Constitución in Argentina,Argentina,7343,usd,Holiday Season,No,2017-08-09,2018-08-09,0.12,85.68,not confirmed,499,0.0,Strict,53.71,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Yogurt']",371,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,8.57,8,No smoking,23.568,18.511200000000002,89.7916
2059245,Palm Springs Bungalow Hideaway,Modern Unique Studio in NYC,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Air conditioning', 'Pool', 'Free parking']",3644599,Brad,not confirmed,Experienced,0.0,Richmond in Melbourne,Melbourne,1333,usd,Non Holiday Season,No,2013-12-07,2014-12-07,0.15,67.66,confirmed,710,0.45,Strict,25.58,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Bread and Jam']",300,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.04,3,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,21.766,2.4623999999999997,75.5192
5749009,Woodyvyu Stok House,"Great new apt, close to everything",Shared room,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Iron and iron board', 'Free parking']",9253349,Lloyd,confirmed,Experienced,0.13,The Bukit Peninsula in  Indonesia,California,3994,usd,Non Holiday Season,Yes,2009-01-31,2010-01-31,0.14,81.23,confirmed,278,0.56,Strict,37.92,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Eggs']",422,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.07,9,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,33.682900000000004,2.6001,103.4458
6396694,Charming Retreat on the Eastside,Room in Chic Modern High Line Luxury- New!,Apartment,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Pool', 'Heaters', 'Coffee machine']",3311195,Tyler,not confirmed,Experienced,0.0,District VII in  Hungary,Queensland,8514,usd,Non Holiday Season,No,2017-11-08,2018-11-08,0.12,79.52,confirmed,547,0.76,Strict,46.58,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Juices']",371,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.91,8,No smoking,22.951999999999998,4.1255999999999995,128.5264
5302057,The Inn at Shorewood Township,Upper East Side 3 bed/3 bath Skyline view!,Shared room,House,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Smart locks for self check-in', 'Pool']",6135793,Jimmy,not confirmed,Moderately Experienced,0.0,Constitución in Argentina,Argentina,3112,usd,Non Holiday Season,Yes,2010-11-20,2011-11-20,0.11,84.98,not confirmed,832,0.0,Moderate,41.41,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Bread and Jam']",186,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.7,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.498,14.093999999999998,73.0534
7695244,Woodyvyu Stok House,Sweet Historic Greenpoint Duplex,Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Iron and iron board', 'Smart locks for self check-in']",9582963,Pirin,not confirmed,Moderately Experienced,0.0,Richmond in Melbourne,Melbourne,2630,usd,Holiday Season,Yes,2022-03-14,2023-03-14,0.14,68.15,confirmed,537,0.38,Strict,45.75,"['Cereals', 'Fruits', 'Vegetables', 'Eggs', 'Milk']",81,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.27,5,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,21.815,11.1645,99.85600000000001
3324782,Hawthorne Crown Jewel,Room in East Village with Private Entrance,Apartment,Condominium,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Free parking', 'Washer and Dryer', 'Pool']",4757132,Carlos,confirmed,Inexperienced,0.12,Poncey-Highland in  Georgia,North Dakota,8630,usd,Holiday Season,Yes,2018-09-23,2019-09-23,0.15,70.47,not confirmed,517,0.0,Flexible,12.82,"['Cereals', 'Fruits', 'Vegetables', 'Juices', 'Milk']",138,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.6,2,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,30.5034,4.643999999999999,34.5781
6212021,The Ultimate Escape,Cozy Clean Guest Room - Family Apt,Apartment,Apartment,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Smart locks for self check-in', 'Heaters']",4070122,Lyndon,not confirmed,Moderately Experienced,0.0,Oak Lawn in  Texas,Queensland,4566,usd,Non Holiday Season,Yes,2013-04-29,2014-04-29,0.14,82.49,not confirmed,11,0.0,Moderate,21.92,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Muffins']",32,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.83,1,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.249000000000002,1.5740999999999998,40.9688
8191310,The Bungalow at 7th Avenue,Luxury 3 bed/ 2 bath apt in Harlem w/ terrace,Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Coffee machine', 'Iron and iron board', 'Washer and Dryer']",6086741,Andrews,confirmed,Inexperienced,0.13,The Bukit Peninsula in  Indonesia,Bangalore,9165,usd,Non Holiday Season,Yes,2019-02-16,2020-02-16,0.12,84.01,confirmed,252,0.57,Flexible,15.63,"['Cereals', 'Fruits', 'Vegetables', 'Yogurt', 'Eggs']",13,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.87,10,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,34.3223,15.849,96.885
3962131,The Johnston’s Brownstone Inn,"Elegant 2-BR duplex, Union Square",Apartment,Bed & Breakfast,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Heaters', 'Free parking', 'Washer and Dryer']",4061532,Yukako,confirmed,Inexperienced,0.15,Poncey-Highland in  Georgia,Michigan,5541,usd,Holiday Season,Yes,2019-11-29,2020-11-29,0.13,82.18,confirmed,64,0.63,Moderate,30.5,"['Cereals', 'Fruits', 'Vegetables', 'OJ', 'Juices']",309,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.5,3,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,35.545,1.2149999999999999,100.9538
9452089,The Sunset,"Quirky, cozy, and fun in Bushwick!",Shared room,Loft,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'Iron and iron board', 'Coffee machine', 'Smart locks for self check-in']",1623127,Stephanie,confirmed,Moderately Experienced,0.12,Meireles in Brazil,Brazil,2092,usd,Holiday Season,No,2022-04-23,2023-04-23,0.13,73.27,confirmed,292,0.62,Strict,41.95,"['Cereals', 'Fruits', 'Vegetables', 'Muffins', 'OJ']",385,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.76,6,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",31.1194,12.571199999999997,117.14670000000001
4556336,Woodyvyu Stok House,"Great new apt, close to everything",Apartment,Cabin,"['Wifi', 'Hot water bath', 'Fully equipped kitchen', 'proper double bed', 'first aid kits', 'LED TV', 'Coffee machine', 'Iron and iron board']",8356780,Lionel,not confirmed,Moderately Experienced,0.0,Capucins in France,France,7072,usd,Non Holiday Season,Yes,2015-08-17,2016-08-17,0.12,81.18,confirmed,666,0.41,Moderate,26.03,"['Cereals', 'Fruits', 'Vegetables', 'Milk', 'Muffins']",327,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.91,3," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",23.118000000000002,7.2171,83.9663
